type,name,address,coordinates
R,R汽车 上海南翔印象城体验中心,上海市嘉定区南翔镇陈翔公路2299号L1-21,"121.306765381682,31.30438266328"
R,R汽车 上海陆家嘴尚悦湾体验中心,上海市浦东新区银城路66号尚悦湾一层107a单元,"121.50936212375,31.241099435789"
R,R汽车 上海五角场万达广场体验中心,上海市杨浦区淞沪路77号五角场万达L1301室,"121.514750394512,31.30023839886"
R,R汽车 上海张江长泰广场体验中心,上海浦东金科路2889弄长泰广场6座D1-07A,"121.601702079689,31.205069486654"
R,R汽车 上海环球港体验中心,上海市普陀区中山北路3300号环球港B1150,"121.412883019567,31.233343308892"
R,R汽车 上海九亭金地广场体验中心,上海市松江区九亭镇沪亭北路99弄3号九亭金地广场L1-016,"121.319589154963,31.139760063001"
R,R汽车 上海虹口凯德龙之梦体验中心,上海市虹口区西江湾路388号A幢01-4041,"121.478280985882,31.270818774229"
R,R汽车 上海浦东新达汇三林体验中心,上海市浦东新区永泰路1058弄新达汇广场L1-111,"121.526067656126,31.141733977684"
R,R汽车 上海嘉定江桥万达体验中心,上海市嘉定区金沙江西路1051弄万达广场1F1109--1110铺位,"121.325322739654,31.240774854703"
R,R汽车 上海普陀百联中环体验中心,上海市普陀区真光路1288号 百联中环购物广场B区1楼,"121.383256915355,31.246335597533"
R,R汽车 上海松江万达广场体验中心,上海市松江区广富林路658号万达广场1楼1029号铺位,"121.243084843619,31.057753708902"
R,R汽车 上海龙湖宝山天街体验中心,上海市宝山区龙湖宝山天街丹霞山路50弄1号1F-60,"121.361699660445,31.359005875977"
R,R汽车 上海百联西郊体验中心,上海市长宁区仙霞西路88号西郊百联购物广场1楼1122号店铺,"121.370309526494,31.208832014837"
R,R汽车 上海奉贤万达广场体验中心(待开业),上海市奉贤区南桥镇沪杭公路1608号（上海奉贤万达广场1010商铺）,"121.447976659033,30.941776001763"
R,R汽车 上海青浦吾悦广场体验中心,上海市青浦区淀山湖大道218号吾悦广场一号门一楼038号,"121.095353227894,31.144370044189"
R,R汽车 龙湖上海闵行天街体验中心, R汽车龙湖上海闵行天街体验中心,"121.414961791587,31.025888926096"
JiHe,上海晋熙汽车销售服务有限公司,上海市浦东新区沪南公路4777弄258号,"121.58815079679414,31.07125350238548"
JiHe,上海弘仁星品汽车销售服务有限公司,上海市杨浦区军工路1601号,"121.52620859769735,31.2731365414002"
JiHe,上海明友泓浩汽车销售有限公司,上海市奉贤区南桥镇环城西路1488号,"121.44084348799153,30.92740536156965"
JiHe,上海天麦汽车销售服务有限公司,上海市静安区沪太路1111号,"121.42700529223337,31.27930570100733"
JiHe,上海浦之利汽车有限公司,上海市普陀区金沙江路2145号普罗娜广场B座一楼,"121.3683003389103,31.235786430141836"
JiHe,上海中隆汽车销售服务有限公司,上海闵行区中春路7169号,"121.34591649152894,31.13932515515941"
JiHe,上海吉庆新能源汽车销售有限公司,上海市松江区茸平路19号,"121.25517310735152,31.03346917498971"
JiHe,颛桥万达店,上海市闵行区颛桥万达1楼1008铺零跑汽车,"121.406334,31.071151"
JiHe,马桥万达店,上海市闵行区马桥万达一楼1057零跑体验中心,"121.372951,31.023398"
JiHe,九亭金地广场店,上海市松江区沪亭北路99弄3号1楼L1026,"121.318799,31.13923"
JiHe,静安店,上海市静安区万荣路1150号,"121.440865,31.292187"
JiHe,五角场店,上海市杨浦区五角场万达B座1楼1137铺位零跑汽车,"121.513303,31.301133"
JiHe,嘉定宝龙城店,上海市嘉定区阿克苏路1099号宝龙广场一楼142室,"121.260559,31.345639"
